1;-20000;-20000;//min. value
2; -10000;-9987;
3;0;25;
4;10000;10040;
5;20000;20056;
6;30000;30073;
7;40000;40089;
8;50000;50106;
9;60000;60123;
10;70000;70139;
11;80000;80158;
12;90000;90175;
13;100000;100189;
14;110000;110204;
15;120000;120217;
16;130000;130231;
17;140000;140245;
18;150000;150259;
19;160000;160271;
20;170000;170282;
21;180000;180293;
22;1000000;1000000;	//max. value
